review_id,customer_id,booking_id,service_type,rating,review_text,sentiment,review_date
REV0505,CUST0316,BK04507,Pedicure,5,Punctual and professional. My go-to salon from now on.,Positive,2026-04-02
REV0506,CUST0420,BK01511,Manicure,5,The staff is very skilled and the ambience is lovely.,Positive,2024-11-20
REV0507,CUST0346,BK04735,Pedicure,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-04-02
REV0508,CUST0016,BK02940,Pedicure,4,Quick service and great results. Highly recommend.,Positive,2024-12-03
REV0509,CUST0087,BK00167,Hair Colour,5,The staff is very skilled and the ambience is lovely.,Positive,2025-12-26
REV0510,CUST0079,BK04264,Facial,4,Best salon in Nellore! Will definitely come back.,Positive,2024-07-20
REV0511,CUST0231,BK03556,Facial,3,Okay salon. Stylist was good but the ambience needs improvement.,Neutral,2025-05-19
REV0512,CUST0168,BK02086,Haircut,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-04-13
REV0513,CUST0382,BK01164,Pedicure,2,Staff behaviour was very poor. Will not return.,Negative,2025-04-27
REV0514,CUST0061,BK01574,Haircut,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-09-28
REV0515,CUST0369,BK00753,Haircut,5,The stylist was so professional and understood exactly what I wanted.,Positive,2024-07-11
REV0516,CUST0357,BK02665,Hair Colour,5,Punctual and professional. My go-to salon from now on.,Positive,2025-06-06
REV0517,CUST0350,BK03319,Facial,3,"Decent salon. Service was okay, nothing extraordinary.",Neutral,2024-08-06
REV0518,CUST0402,BK04636,Manicure,4,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2024-08-05
REV0519,CUST0066,BK01824,Manicure,3,Average experience. The waiting time was a bit long.,Neutral,2024-08-09
REV0520,CUST0346,BK01655,Hair Colour,4,The staff is very skilled and the ambience is lovely.,Positive,2025-01-14
REV0521,CUST0431,BK03881,Manicure,4,The stylist was so professional and understood exactly what I wanted.,Positive,2026-02-22
REV0522,CUST0154,BK00329,Hair Spa,5,Punctual and professional. My go-to salon from now on.,Positive,2024-12-24
REV0523,CUST0472,BK02660,Hair Colour,4,The staff is very skilled and the ambience is lovely.,Positive,2026-03-06
REV0524,CUST0487,BK02843,Waxing,4,Very friendly staff. They made me feel comfortable throughout.,Positive,2024-10-23
REV0525,CUST0168,BK04376,Haircut,5,Excellent bridal package. Made my wedding day perfect!,Positive,2026-04-09
REV0526,CUST0043,BK03691,Haircut,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-10-13
REV0527,CUST0236,BK00851,Waxing,5,Punctual and professional. My go-to salon from now on.,Positive,2025-08-24
REV0528,CUST0096,BK03025,Hair Spa,4,Excellent bridal package. Made my wedding day perfect!,Positive,2024-06-14
REV0529,CUST0183,BK04521,Haircut,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-07-21
REV0530,CUST0497,BK02816,Haircut,5,The stylist was so professional and understood exactly what I wanted.,Positive,2026-03-07
REV0531,CUST0457,BK04006,Haircut,5,Amazing experience! My hair looks absolutely stunning.,Positive,2025-11-29
REV0532,CUST0297,BK03840,Haircut,4,Best salon in Nellore! Will definitely come back.,Positive,2025-08-22
REV0533,CUST0213,BK04326,Waxing,4,The staff is very skilled and the ambience is lovely.,Positive,2025-09-27
REV0534,CUST0130,BK02545,Facial,4,Very friendly staff. They made me feel comfortable throughout.,Positive,2025-09-21
REV0535,CUST0291,BK00648,Hair Colour,5,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2024-09-09
REV0536,CUST0114,BK03081,Facial,4,Outstanding service. The hair spa was so relaxing.,Positive,2026-01-29
REV0537,CUST0393,BK04331,Haircut,3,"Mixed experience. Some services were great, others average.",Neutral,2026-02-15
REV0538,CUST0293,BK02455,Facial,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-11-20
REV0539,CUST0402,BK02221,Waxing,5,Great value for money. Very satisfied with the facial treatment.,Positive,2025-04-14
REV0540,CUST0200,BK01268,Pedicure,4,Great value for money. Very satisfied with the facial treatment.,Positive,2024-12-30
REV0541,CUST0311,BK04657,Hair Colour,5,The stylist was so professional and understood exactly what I wanted.,Positive,2025-07-24
REV0542,CUST0300,BK03387,Haircut,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2025-03-27
REV0543,CUST0427,BK00588,Bridal Package,4,Punctual and professional. My go-to salon from now on.,Positive,2025-11-16
REV0544,CUST0224,BK03583,Hair Spa,5,Quick service and great results. Highly recommend.,Positive,2024-10-04
REV0545,CUST0318,BK04923,Haircut,5,Outstanding service. The hair spa was so relaxing.,Positive,2025-04-19
REV0546,CUST0195,BK00077,Waxing,3,Service was fine but the pricing is slightly high.,Neutral,2025-02-22
REV0547,CUST0259,BK03389,Manicure,5,The staff is very skilled and the ambience is lovely.,Positive,2024-05-29
REV0548,CUST0017,BK02165,Haircut,5,Great value for money. Very satisfied with the facial treatment.,Positive,2025-07-31
REV0549,CUST0341,BK00991,Facial,3,Okay salon. Stylist was good but the ambience needs improvement.,Neutral,2025-04-19
REV0550,CUST0386,BK01410,Waxing,5,Punctual and professional. My go-to salon from now on.,Positive,2025-12-02
REV0551,CUST0363,BK00956,Hair Colour,4,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2025-09-16
REV0552,CUST0390,BK03378,Haircut,5,Great value for money. Very satisfied with the facial treatment.,Positive,2024-11-22
REV0553,CUST0057,BK00655,Hair Colour,1,Staff was unfriendly and unprofessional throughout.,Negative,2024-07-21
REV0554,CUST0045,BK00571,Hair Colour,4,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2024-06-04
REV0555,CUST0099,BK02863,Manicure,2,Waited too long. No one even apologised for the delay.,Negative,2026-03-15
REV0556,CUST0242,BK00832,Waxing,1,The staff was rude and did not listen to my requirements.,Negative,2025-10-10
REV0557,CUST0009,BK04595,Manicure,4,Outstanding service. The hair spa was so relaxing.,Positive,2025-09-04
REV0558,CUST0423,BK00004,Facial,4,The stylist was so professional and understood exactly what I wanted.,Positive,2024-10-19
REV0559,CUST0190,BK04769,Facial,4,Best salon in Nellore! Will definitely come back.,Positive,2025-05-19
REV0560,CUST0313,BK04544,Waxing,4,The stylist was so professional and understood exactly what I wanted.,Positive,2024-09-21
REV0561,CUST0074,BK02568,Hair Colour,4,Quick service and great results. Highly recommend.,Positive,2025-04-06
REV0562,CUST0264,BK04222,Manicure,5,The staff is very skilled and the ambience is lovely.,Positive,2024-10-05
REV0563,CUST0331,BK01335,Bridal Package,1,Waited 45 minutes beyond my appointment time. Very unprofessional.,Negative,2025-04-04
REV0564,CUST0127,BK02256,Waxing,4,Best salon in Nellore! Will definitely come back.,Positive,2026-02-06
REV0565,CUST0493,BK01573,Waxing,4,Punctual and professional. My go-to salon from now on.,Positive,2024-05-15
REV0566,CUST0321,BK02339,Manicure,4,Outstanding service. The hair spa was so relaxing.,Positive,2024-06-26
REV0567,CUST0270,BK04706,Manicure,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2025-12-02
REV0568,CUST0188,BK02232,Waxing,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-05-29
REV0569,CUST0299,BK00809,Haircut,5,Amazing experience! My hair looks absolutely stunning.,Positive,2025-01-17
REV0570,CUST0282,BK01350,Hair Colour,5,Quick service and great results. Highly recommend.,Positive,2026-01-13
REV0571,CUST0465,BK00118,Haircut,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2025-06-27
REV0572,CUST0012,BK01659,Facial,4,The staff is very skilled and the ambience is lovely.,Positive,2025-07-27
REV0573,CUST0115,BK00390,Hair Colour,2,Waiting time is too long. They don't respect appointments.,Negative,2024-09-28
REV0574,CUST0052,BK01666,Hair Colour,4,Best salon in Nellore! Will definitely come back.,Positive,2024-12-02
REV0575,CUST0327,BK03037,Pedicure,3,"Mixed experience. Some services were great, others average.",Neutral,2025-05-27
REV0576,CUST0415,BK03281,Hair Colour,4,Very friendly staff. They made me feel comfortable throughout.,Positive,2025-04-22
REV0577,CUST0270,BK00850,Haircut,4,The staff is very skilled and the ambience is lovely.,Positive,2025-11-27
REV0578,CUST0188,BK01604,Hair Spa,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2024-09-30
REV0579,CUST0065,BK04567,Haircut,2,The hair colour applied was completely wrong. Very disappointed.,Negative,2026-04-04
REV0580,CUST0456,BK01975,Haircut,4,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2025-12-08
REV0581,CUST0136,BK02135,Hair Spa,4,Punctual and professional. My go-to salon from now on.,Positive,2025-11-29
REV0582,CUST0166,BK04377,Haircut,4,The staff is very skilled and the ambience is lovely.,Positive,2026-01-23
REV0583,CUST0415,BK02160,Hair Colour,5,Outstanding service. The hair spa was so relaxing.,Positive,2025-05-02
REV0584,CUST0001,BK02744,Manicure,5,Very friendly staff. They made me feel comfortable throughout.,Positive,2024-12-25
REV0585,CUST0184,BK02056,Pedicure,5,Amazing experience! My hair looks absolutely stunning.,Positive,2026-01-06
REV0586,CUST0303,BK00898,Waxing,5,Great value for money. Very satisfied with the facial treatment.,Positive,2025-04-07
REV0587,CUST0169,BK01058,Hair Colour,5,Excellent bridal package. Made my wedding day perfect!,Positive,2025-05-10
REV0588,CUST0018,BK00527,Manicure,5,The stylist was so professional and understood exactly what I wanted.,Positive,2025-03-17
REV0589,CUST0057,BK00438,Manicure,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-05-30
REV0590,CUST0370,BK00074,Manicure,1,Waited too long. No one even apologised for the delay.,Negative,2024-09-11
REV0591,CUST0191,BK02644,Manicure,5,Outstanding service. The hair spa was so relaxing.,Positive,2026-04-22
REV0592,CUST0453,BK00038,Pedicure,3,Service was fine but the pricing is slightly high.,Neutral,2025-09-04
REV0593,CUST0355,BK03571,Bridal Package,4,Excellent bridal package. Made my wedding day perfect!,Positive,2025-01-05
REV0594,CUST0094,BK03660,Facial,3,Okay salon. Stylist was good but the ambience needs improvement.,Neutral,2024-10-17
REV0595,CUST0432,BK02356,Haircut,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2025-04-06
REV0596,CUST0286,BK01588,Facial,5,Best salon in Nellore! Will definitely come back.,Positive,2025-07-08
REV0597,CUST0415,BK03102,Haircut,3,"Mixed experience. Some services were great, others average.",Neutral,2026-04-07
REV0598,CUST0297,BK01085,Haircut,4,Great value for money. Very satisfied with the facial treatment.,Positive,2024-07-08
REV0599,CUST0020,BK01178,Hair Colour,4,The staff is very skilled and the ambience is lovely.,Positive,2025-06-28
REV0600,CUST0122,BK03735,Hair Spa,5,Quick service and great results. Highly recommend.,Positive,2025-12-22
REV0601,CUST0482,BK03558,Hair Colour,1,Salon was not clean. Hygiene standards need serious improvement.,Negative,2025-09-27
REV0602,CUST0405,BK02740,Haircut,2,Waiting time is too long. They don't respect appointments.,Negative,2026-03-02
REV0603,CUST0261,BK03617,Facial,5,Best salon in Nellore! Will definitely come back.,Positive,2025-01-30
REV0604,CUST0425,BK00056,Facial,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-09-17
REV0605,CUST0103,BK00025,Haircut,1,The staff was rude and did not listen to my requirements.,Negative,2025-11-15
REV0606,CUST0393,BK01471,Haircut,4,The staff is very skilled and the ambience is lovely.,Positive,2025-12-06
REV0607,CUST0447,BK00429,Waxing,4,The staff is very skilled and the ambience is lovely.,Positive,2025-11-09
REV0608,CUST0043,BK04239,Hair Colour,4,The staff is very skilled and the ambience is lovely.,Positive,2024-09-27
REV0609,CUST0066,BK00665,Hair Spa,5,Excellent bridal package. Made my wedding day perfect!,Positive,2024-10-21
REV0610,CUST0405,BK01378,Haircut,3,"Mixed experience. Some services were great, others average.",Neutral,2024-11-05
REV0611,CUST0376,BK00317,Manicure,1,Waited too long. No one even apologised for the delay.,Negative,2025-09-14
REV0612,CUST0450,BK01865,Hair Colour,5,Excellent bridal package. Made my wedding day perfect!,Positive,2025-11-08
REV0613,CUST0272,BK00067,Hair Spa,4,The stylist was so professional and understood exactly what I wanted.,Positive,2026-04-28
REV0614,CUST0268,BK03313,Waxing,1,The place needs better maintenance and cleanliness.,Negative,2024-11-25
REV0615,CUST0033,BK00403,Waxing,5,The stylist was so professional and understood exactly what I wanted.,Positive,2025-02-15
REV0616,CUST0169,BK03001,Haircut,2,Pricing is not transparent. Hidden charges were added at billing.,Negative,2026-01-22
REV0617,CUST0472,BK02876,Hair Colour,5,Best salon in Nellore! Will definitely come back.,Positive,2024-08-29
REV0618,CUST0271,BK03643,Haircut,5,Great value for money. Very satisfied with the facial treatment.,Positive,2025-09-27
REV0619,CUST0446,BK04446,Manicure,2,Waiting time is too long. They don't respect appointments.,Negative,2026-02-08
REV0620,CUST0164,BK04755,Waxing,4,Great value for money. Very satisfied with the facial treatment.,Positive,2025-12-26
REV0621,CUST0105,BK04109,Haircut,5,Quick service and great results. Highly recommend.,Positive,2024-09-19
REV0622,CUST0389,BK04628,Waxing,4,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2025-06-29
REV0623,CUST0103,BK04483,Hair Spa,5,The staff is very skilled and the ambience is lovely.,Positive,2026-02-19
REV0624,CUST0137,BK01958,Hair Colour,3,Average experience. The waiting time was a bit long.,Neutral,2025-02-26
REV0625,CUST0379,BK04007,Facial,3,"Decent salon. Service was okay, nothing extraordinary.",Neutral,2024-07-08
REV0626,CUST0225,BK02008,Pedicure,3,"Mixed experience. Some services were great, others average.",Neutral,2024-12-02
REV0627,CUST0449,BK01881,Pedicure,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2024-10-08
REV0628,CUST0095,BK01826,Haircut,2,The place needs better maintenance and cleanliness.,Negative,2026-01-31
REV0629,CUST0388,BK01018,Facial,4,Punctual and professional. My go-to salon from now on.,Positive,2026-02-24
REV0630,CUST0193,BK03479,Pedicure,4,The staff is very skilled and the ambience is lovely.,Positive,2026-03-13
REV0631,CUST0306,BK02352,Manicure,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2026-01-16
REV0632,CUST0066,BK02381,Manicure,5,The staff is very skilled and the ambience is lovely.,Positive,2025-12-18
REV0633,CUST0294,BK02529,Manicure,4,Punctual and professional. My go-to salon from now on.,Positive,2026-03-24
REV0634,CUST0466,BK04361,Pedicure,1,Waited 45 minutes beyond my appointment time. Very unprofessional.,Negative,2025-10-20
REV0635,CUST0297,BK04855,Waxing,4,Amazing experience! My hair looks absolutely stunning.,Positive,2024-12-20
REV0636,CUST0072,BK03411,Waxing,4,Excellent bridal package. Made my wedding day perfect!,Positive,2025-10-26
REV0637,CUST0178,BK02122,Haircut,2,The place needs better maintenance and cleanliness.,Negative,2024-08-08
REV0638,CUST0239,BK02227,Haircut,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-02-21
REV0639,CUST0199,BK01594,Waxing,2,Waited 45 minutes beyond my appointment time. Very unprofessional.,Negative,2026-03-13
REV0640,CUST0294,BK04233,Haircut,5,The staff is very skilled and the ambience is lovely.,Positive,2024-11-13
REV0641,CUST0328,BK01631,Hair Colour,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-12-16
REV0642,CUST0039,BK00021,Manicure,5,Quick service and great results. Highly recommend.,Positive,2024-06-15
REV0643,CUST0144,BK04410,Haircut,4,Amazing experience! My hair looks absolutely stunning.,Positive,2024-08-11
REV0644,CUST0461,BK00015,Waxing,5,Best salon in Nellore! Will definitely come back.,Positive,2026-04-28
REV0645,CUST0209,BK01906,Pedicure,3,"Mixed experience. Some services were great, others average.",Neutral,2026-04-09
REV0646,CUST0025,BK00353,Manicure,5,Best salon in Nellore! Will definitely come back.,Positive,2025-12-29
REV0647,CUST0445,BK04282,Pedicure,5,Excellent bridal package. Made my wedding day perfect!,Positive,2024-07-10
REV0648,CUST0169,BK01474,Pedicure,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-06-13
REV0649,CUST0019,BK00011,Manicure,4,Excellent bridal package. Made my wedding day perfect!,Positive,2025-09-28
REV0650,CUST0446,BK04446,Manicure,4,Amazing experience! My hair looks absolutely stunning.,Positive,2026-02-06
REV0651,CUST0083,BK00712,Manicure,3,Okay salon. Stylist was good but the ambience needs improvement.,Neutral,2026-01-02
REV0652,CUST0065,BK03215,Haircut,3,Okay salon. Stylist was good but the ambience needs improvement.,Neutral,2026-04-25
REV0653,CUST0069,BK02442,Manicure,4,Outstanding service. The hair spa was so relaxing.,Positive,2026-04-10
REV0654,CUST0382,BK03061,Waxing,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-01-25
REV0655,CUST0356,BK00616,Haircut,4,Amazing experience! My hair looks absolutely stunning.,Positive,2026-03-09
REV0656,CUST0086,BK01337,Waxing,4,Excellent bridal package. Made my wedding day perfect!,Positive,2025-01-13
REV0657,CUST0354,BK03054,Facial,5,Very friendly staff. They made me feel comfortable throughout.,Positive,2025-09-11
REV0658,CUST0183,BK01406,Haircut,5,Great value for money. Very satisfied with the facial treatment.,Positive,2024-12-03
REV0659,CUST0098,BK01776,Pedicure,4,Very friendly staff. They made me feel comfortable throughout.,Positive,2026-03-16
REV0660,CUST0466,BK05000,Haircut,3,"Decent salon. Service was okay, nothing extraordinary.",Neutral,2024-12-26
REV0661,CUST0386,BK04580,Haircut,5,The staff is very skilled and the ambience is lovely.,Positive,2025-12-31
REV0662,CUST0224,BK00890,Hair Colour,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-12-23
REV0663,CUST0204,BK03146,Haircut,4,Quick service and great results. Highly recommend.,Positive,2024-09-15
REV0664,CUST0405,BK01378,Haircut,4,Excellent bridal package. Made my wedding day perfect!,Positive,2024-11-03
REV0665,CUST0347,BK01067,Facial,4,Outstanding service. The hair spa was so relaxing.,Positive,2025-06-10
REV0666,CUST0047,BK00340,Hair Spa,5,Punctual and professional. My go-to salon from now on.,Positive,2026-04-26
REV0667,CUST0376,BK04545,Hair Spa,5,Amazing experience! My hair looks absolutely stunning.,Positive,2026-04-25
REV0668,CUST0448,BK02486,Haircut,3,Okay salon. Stylist was good but the ambience needs improvement.,Neutral,2024-12-13
REV0669,CUST0393,BK01471,Haircut,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-12-07
REV0670,CUST0440,BK00854,Hair Colour,5,Outstanding service. The hair spa was so relaxing.,Positive,2026-01-27
REV0671,CUST0332,BK04315,Waxing,5,Best salon in Nellore! Will definitely come back.,Positive,2025-10-20
REV0672,CUST0246,BK01279,Hair Colour,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-08-23
REV0673,CUST0376,BK04433,Facial,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2024-06-08
REV0674,CUST0466,BK01753,Haircut,5,Outstanding service. The hair spa was so relaxing.,Positive,2025-12-25
REV0675,CUST0166,BK03032,Manicure,2,The place needs better maintenance and cleanliness.,Negative,2024-06-09
REV0676,CUST0071,BK00427,Hair Colour,4,Quick service and great results. Highly recommend.,Positive,2025-10-11
REV0677,CUST0280,BK01971,Facial,5,Great value for money. Very satisfied with the facial treatment.,Positive,2025-12-11
REV0678,CUST0081,BK00117,Facial,3,"Mixed experience. Some services were great, others average.",Neutral,2025-12-30
REV0679,CUST0021,BK04394,Haircut,5,Great value for money. Very satisfied with the facial treatment.,Positive,2025-07-19
REV0680,CUST0360,BK01713,Manicure,3,Average experience. The waiting time was a bit long.,Neutral,2026-04-27
REV0681,CUST0462,BK00766,Hair Spa,3,"Decent salon. Service was okay, nothing extraordinary.",Neutral,2024-08-17
REV0682,CUST0268,BK04974,Pedicure,3,Service was fine but the pricing is slightly high.,Neutral,2024-09-04
REV0683,CUST0118,BK03768,Facial,5,Excellent bridal package. Made my wedding day perfect!,Positive,2024-08-11
REV0684,CUST0274,BK02420,Haircut,3,Okay salon. Stylist was good but the ambience needs improvement.,Neutral,2024-05-17
REV0685,CUST0174,BK04069,Hair Colour,4,Outstanding service. The hair spa was so relaxing.,Positive,2025-06-21
REV0686,CUST0444,BK03782,Hair Colour,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-10-12
REV0687,CUST0182,BK00063,Hair Spa,4,Best salon in Nellore! Will definitely come back.,Positive,2025-01-04
REV0688,CUST0498,BK04403,Manicure,5,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-04-16
REV0689,CUST0340,BK03326,Waxing,4,Quick service and great results. Highly recommend.,Positive,2026-01-26
REV0690,CUST0097,BK01382,Pedicure,5,Great value for money. Very satisfied with the facial treatment.,Positive,2025-09-01
REV0691,CUST0216,BK02894,Waxing,5,Best salon in Nellore! Will definitely come back.,Positive,2024-12-04
REV0692,CUST0248,BK00185,Hair Colour,5,Outstanding service. The hair spa was so relaxing.,Positive,2024-06-08
REV0693,CUST0425,BK04368,Manicure,5,Outstanding service. The hair spa was so relaxing.,Positive,2025-03-23
REV0694,CUST0270,BK01556,Facial,2,Waiting time is too long. They don't respect appointments.,Negative,2024-05-10
REV0695,CUST0245,BK01353,Hair Colour,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-11-12
REV0696,CUST0058,BK01527,Hair Colour,5,Amazing experience! My hair looks absolutely stunning.,Positive,2026-03-01
REV0697,CUST0437,BK03075,Manicure,2,Pricing is not transparent. Hidden charges were added at billing.,Negative,2024-12-21
REV0698,CUST0350,BK03597,Pedicure,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-11-26
REV0699,CUST0377,BK03841,Hair Spa,4,Very friendly staff. They made me feel comfortable throughout.,Positive,2024-05-22
REV0700,CUST0382,BK01587,Haircut,3,Service was fine but the pricing is slightly high.,Neutral,2026-01-26
REV0701,CUST0433,BK02503,Haircut,5,Best salon in Nellore! Will definitely come back.,Positive,2025-07-17
REV0702,CUST0252,BK01218,Facial,5,Very friendly staff. They made me feel comfortable throughout.,Positive,2024-09-04
REV0703,CUST0270,BK04706,Manicure,4,Outstanding service. The hair spa was so relaxing.,Positive,2025-12-03
REV0704,CUST0031,BK03745,Haircut,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2025-05-02
REV0705,CUST0200,BK04425,Facial,4,Best salon in Nellore! Will definitely come back.,Positive,2024-10-13
REV0706,CUST0341,BK04203,Facial,5,Great value for money. Very satisfied with the facial treatment.,Positive,2026-04-23
REV0707,CUST0305,BK00508,Manicure,5,Amazing experience! My hair looks absolutely stunning.,Positive,2024-09-16
REV0708,CUST0140,BK02460,Pedicure,4,Punctual and professional. My go-to salon from now on.,Positive,2024-09-13
REV0709,CUST0375,BK02801,Manicure,4,Outstanding service. The hair spa was so relaxing.,Positive,2025-04-23
REV0710,CUST0035,BK03468,Hair Colour,5,Great value for money. Very satisfied with the facial treatment.,Positive,2025-02-22
REV0711,CUST0023,BK04418,Haircut,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2024-11-08
REV0712,CUST0281,BK02733,Hair Colour,4,Very friendly staff. They made me feel comfortable throughout.,Positive,2026-01-24
REV0713,CUST0360,BK04933,Hair Spa,4,Quick service and great results. Highly recommend.,Positive,2026-01-07
REV0714,CUST0395,BK04910,Haircut,5,Outstanding service. The hair spa was so relaxing.,Positive,2025-08-26
REV0715,CUST0087,BK00167,Hair Colour,1,The place needs better maintenance and cleanliness.,Negative,2025-12-25
REV0716,CUST0354,BK00400,Facial,3,Service was fine but the pricing is slightly high.,Neutral,2025-10-09
REV0717,CUST0075,BK02234,Waxing,3,Average experience. The waiting time was a bit long.,Neutral,2024-07-27
REV0718,CUST0042,BK00444,Hair Spa,5,Outstanding service. The hair spa was so relaxing.,Positive,2026-01-15
REV0719,CUST0009,BK03720,Manicure,4,Quick service and great results. Highly recommend.,Positive,2026-04-02
REV0720,CUST0165,BK04332,Haircut,3,Service was fine but the pricing is slightly high.,Neutral,2025-12-26
REV0721,CUST0234,BK02241,Manicure,5,Quick service and great results. Highly recommend.,Positive,2026-03-25
REV0722,CUST0074,BK01031,Waxing,4,The stylist was so professional and understood exactly what I wanted.,Positive,2026-01-14
REV0723,CUST0287,BK04043,Haircut,4,Outstanding service. The hair spa was so relaxing.,Positive,2025-05-31
REV0724,CUST0463,BK04920,Hair Spa,5,Amazing experience! My hair looks absolutely stunning.,Positive,2024-09-23
REV0725,CUST0114,BK03348,Facial,4,The staff is very skilled and the ambience is lovely.,Positive,2025-03-12
REV0726,CUST0118,BK04863,Haircut,5,Great value for money. Very satisfied with the facial treatment.,Positive,2026-01-25
REV0727,CUST0461,BK00015,Waxing,5,The stylist was so professional and understood exactly what I wanted.,Positive,2026-04-30
REV0728,CUST0387,BK00052,Haircut,4,The staff is very skilled and the ambience is lovely.,Positive,2024-11-15
REV0729,CUST0295,BK03274,Facial,5,Excellent bridal package. Made my wedding day perfect!,Positive,2024-08-15
REV0730,CUST0364,BK04726,Bridal Package,3,Service was fine but the pricing is slightly high.,Neutral,2025-11-17
REV0731,CUST0268,BK03658,Haircut,3,Service was fine but the pricing is slightly high.,Neutral,2025-04-12
REV0732,CUST0186,BK03186,Haircut,4,Quick service and great results. Highly recommend.,Positive,2025-11-01
REV0733,CUST0272,BK04586,Hair Spa,4,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2024-10-04
REV0734,CUST0367,BK03805,Hair Colour,5,Very friendly staff. They made me feel comfortable throughout.,Positive,2024-05-14
REV0735,CUST0268,BK04229,Facial,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-12-09
REV0736,CUST0036,BK00954,Haircut,5,Outstanding service. The hair spa was so relaxing.,Positive,2025-05-14
REV0737,CUST0089,BK04220,Haircut,5,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2024-08-15
REV0738,CUST0367,BK01540,Haircut,5,Very friendly staff. They made me feel comfortable throughout.,Positive,2024-05-26
REV0739,CUST0130,BK03938,Pedicure,2,The place needs better maintenance and cleanliness.,Negative,2024-06-06
REV0740,CUST0465,BK02002,Haircut,3,Okay salon. Stylist was good but the ambience needs improvement.,Neutral,2025-10-31
REV0741,CUST0496,BK01980,Haircut,2,The hair colour applied was completely wrong. Very disappointed.,Negative,2024-11-30
REV0742,CUST0289,BK03382,Hair Colour,5,The staff is very skilled and the ambience is lovely.,Positive,2025-08-07
REV0743,CUST0245,BK01353,Hair Colour,4,Best salon in Nellore! Will definitely come back.,Positive,2025-11-10
REV0744,CUST0481,BK01597,Facial,1,The hair colour applied was completely wrong. Very disappointed.,Negative,2024-10-30
REV0745,CUST0216,BK00533,Facial,2,Staff behaviour was very poor. Will not return.,Negative,2024-07-09
REV0746,CUST0468,BK00044,Haircut,4,Great value for money. Very satisfied with the facial treatment.,Positive,2025-12-10
REV0747,CUST0121,BK02411,Hair Spa,5,The stylist was so professional and understood exactly what I wanted.,Positive,2025-06-24
REV0748,CUST0457,BK00555,Facial,1,The place needs better maintenance and cleanliness.,Negative,2024-06-22
REV0749,CUST0257,BK01292,Hair Colour,5,Best salon in Nellore! Will definitely come back.,Positive,2026-01-05
REV0750,CUST0466,BK02308,Facial,5,Punctual and professional. My go-to salon from now on.,Positive,2025-08-02
REV0751,CUST0327,BK03112,Facial,4,Very friendly staff. They made me feel comfortable throughout.,Positive,2025-09-07
REV0752,CUST0052,BK02937,Bridal Package,3,Okay salon. Stylist was good but the ambience needs improvement.,Neutral,2025-05-16
REV0753,CUST0102,BK04782,Haircut,5,Amazing experience! My hair looks absolutely stunning.,Positive,2025-04-07
REV0754,CUST0401,BK00109,Haircut,1,Staff was unfriendly and unprofessional throughout.,Negative,2025-08-18
REV0755,CUST0294,BK02529,Manicure,4,Great value for money. Very satisfied with the facial treatment.,Positive,2026-03-23
REV0756,CUST0437,BK01204,Facial,5,The stylist was so professional and understood exactly what I wanted.,Positive,2025-10-17
REV0757,CUST0222,BK01122,Hair Colour,3,Average experience. The waiting time was a bit long.,Neutral,2025-04-27
REV0758,CUST0256,BK02512,Pedicure,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-10-28
